#Les deux fonctions à tester
50 282.192809 56438.561898 125000.000000 
60 354.413436 70882.687147 216000.000000 
70 429.049811 85809.962237 343000.000000 
80 505.754248 101150.849518 512000.000000 
90 584.266779 116853.355734 729000.000000 
100 664.385619 132877.123795 1000000.000000 
110 745.949568 149189.913698 1331000.000000 
120 828.826871 165765.374295 1728000.000000 
130 912.907816 182581.563139 2197000.000000 
140 998.099622 199619.924474 2744000.000000 
150 1084.322804 216864.560715 3375000.000000 
160 1171.508495 234301.699036 4096000.000000 
170 1259.596459 251919.291829 4913000.000000 
180 1348.533557 269706.711468 5832000.000000 
190 1438.272566 287654.513117 6859000.000000 
200 1528.771238 305754.247591 8000000.000000 
210 1619.991559 323998.311742 9261000.000000 
220 1711.899137 342379.827395 10648000.000000 
230 1804.462712 360892.542343 12167000.000000 
240 1897.653743 379530.748589 13824000.000000 
250 1991.446071 398289.214233 15625000.000000 
260 2085.815631 417163.126277 17576000.000000 
270 2180.740211 436148.042241 19683000.000000 
280 2276.199245 455239.848949 21952000.000000 
290 2372.173636 474434.727221 24389000.000000 
300 2468.645607 493729.121430 27000000.000000 
310 2565.598566 513119.713127 29791000.000000 
320 2663.016990 532603.398073 32768000.000000 
330 2760.886331 552177.266140 35937000.000000 
340 2859.192918 571838.583657 39304000.000000 
350 2957.923889 591584.777828 42875000.000000 
360 3057.067115 611413.422936 46656000.000000 
370 3156.611140 631322.228078 50653000.000000 
380 3256.545131 651309.026233 54872000.000000 
390 3356.858822 671371.764472 59319000.000000 
400 3457.542476 691508.495182 64000000.000000 
410 3558.586841 711717.368159 68921000.000000 
420 3659.983117 731996.623484 74088000.000000 
430 3761.722925 752344.585065 79507000.000000 
440 3863.798274 772759.654790 85184000.000000 
450 3966.201536 793240.307210 91125000.000000 
460 4068.925423 813785.084687 97336000.000000 
470 4171.962965 834392.592977 103823000.000000 
480 4275.307486 855061.497178 110592000.000000 
490 4378.952590 875790.518022 117649000.000000 
500 4482.892142 896578.428466 125000000.000000 
510 4587.120253 917424.050560 132651000.000000 
520 4691.631263 938326.252555 140608000.000000 
530 4796.419731 959283.946242 148877000.000000 
540 4901.480422 980296.084481 157464000.000000 
550 5006.808295 1001361.658925 166375000.000000 
560 5112.398489 1022479.697898 175616000.000000 
570 5218.246322 1043649.264432 185193000.000000 
580 5324.347272 1064869.454442 195112000.000000 
590 5430.696975 1086139.395021 205379000.000000 
600 5537.291214 1107458.242860 216000000.000000 
610 5644.125914 1128825.182759 226981000.000000 
620 5751.197131 1150239.426254 238328000.000000 
630 5858.501052 1171700.210317 250047000.000000 
640 5966.033981 1193206.796146 262144000.000000 
650 6073.792340 1214758.468029 274625000.000000 
660 6181.772661 1236354.532280 287496000.000000 
670 6289.971581 1257994.316236 300763000.000000 
680 6398.385837 1279677.167315 314432000.000000 
690 6507.012261 1301402.452130 328509000.000000 
700 6615.847778 1323169.555657 343000000.000000 
710 6724.889402 1344977.880444 357911000.000000 
720 6834.134229 1366826.845871 373248000.000000 
730 6943.579437 1388715.887450 389017000.000000 
740 7053.222281 1410644.456156 405224000.000000 
750 7163.060089 1432612.017807 421875000.000000 
760 7273.090262 1454618.052466 438976000.000000 
770 7383.310269 1476662.053880 456533000.000000 
780 7493.717645 1498743.528945 474552000.000000 
790 7604.309986 1520861.997204 493039000.000000 
800 7715.084952 1543016.990364 512000000.000000 
810 7826.040259 1565208.051839 531441000.000000 
820 7937.173682 1587434.736319 551368000.000000 
830 8048.483047 1609696.609355 571787000.000000 
840 8159.966235 1631993.246968 592704000.000000 
850 8271.621176 1654324.235274 614125000.000000 
860 8383.445851 1676689.170129 636056000.000000 
870 8495.438284 1699087.656788 658503000.000000 
880 8607.596548 1721519.309580 681472000.000000 
890 8719.918758 1743983.751602 704969000.000000 
900 8832.403072 1766480.614419 729000000.000000 
910 8945.047689 1789009.537786 753571000.000000 
920 9057.850847 1811570.169374 778688000.000000 
930 9170.810823 1834162.164515 804357000.000000 
940 9283.925930 1856785.185954 830584000.000000 
950 9397.194518 1879438.903611 857375000.000000 
960 9510.614972 1902122.994357 884736000.000000 
970 9624.185709 1924837.141792 912673000.000000 
980 9737.905180 1947581.036045 941192000.000000 
990 9851.771868 1970354.373563 970299000.000000 
1000 9965.784285 1993156.856932 1000000000.000000 
